name,id,category,is_main,share
AG,0,Allgemeine Verwaltung,TRUE,0.03840372873289123
AG,01,Legislative und Exekutive,FALSE,0.0025878656342140207
AG,02,Allgemeine Dienste,FALSE,0.03581586309867721
AG,03,Beziehungen zum Ausland,FALSE,0
AG,08,F&E in allgemeine Verwaltung,FALSE,0
AG,1,"Öffentliche Ordnung und Sicherheit, Verteidigung",TRUE,0.07899017347937991
AG,11,Öffentliche Sicherheit,FALSE,0.03034824207672506
AG,12,Rechtssprechung,FALSE,0.02141050644682688
AG,13,Strafvollzug,FALSE,0.01838777707929323
AG,14,Allgemeines Rechtswesen,FALSE,0.00694094056340167
AG,15,Feuerwehr,FALSE,6.984938882345373e-5
AG,16,Verteidigung,FALSE,0.0018328579243096176
AG,18,"F&E in Öffentliche Ordnung und Sicherheit, Verteidigung",FALSE,0
AG,2,Bildung,TRUE,0.44447820424250123
AG,21,Obligatorische Schule,FALSE,0.23177421874712434
AG,22,Sonderschulen,FALSE,0.04156942405473524
AG,23,Berufliche Grundbildung,FALSE,0.027622210501667584
AG,25,Allgemeinbildende Schulen,FALSE,0.0503525478939026
AG,26,Höhere Berufsbildung,FALSE,0.007025375627163501
AG,27,Hochschulen,FALSE,0.07437482667876733
AG,28,Forschung,FALSE,0.0016022293559542883
AG,29,Übriges Bildungswesen,FALSE,0.010157371383186365
AG,3,"Kultur, Sport und Freizeit, Kirche",TRUE,0.02201368128310278
AG,31,Kulturerbe,FALSE,0.010086701764045141
AG,32,"Kultur, übrige",FALSE,0.010326535874574827
AG,33,Medien,FALSE,1.0583820768863074e-4
AG,34,Sport und Freizeit,FALSE,0.0014890923255936944
AG,35,Kirchen und religiöse Angelegenheiten,FALSE,5.513111200489765e-6
AG,38,"F&E in Kultur, Sport und Freizeit, Kirche",FALSE,0
AG,4,Gesundheit,TRUE,0.1757250527148728
AG,41,"Spitäler, Kranken- und Pflegeheime",FALSE,0.16623121780152236
AG,42,Ambulante Krankenpflege,FALSE,5.456013462255898e-5
AG,43,Gesundheitsprävention,FALSE,0.0053914481678088546
AG,48,F&E in Gesundheit,FALSE,0
AG,49,Gesundheitswesen n.a.g.,FALSE,0.004047826610919014
AG,5,Soziale Sicherheit,TRUE,0.14947725091817415
AG,51,Krankheit und Unfall,FALSE,0.03711425792420267
AG,52,Invalidität,FALSE,0.055042820046426855
AG,53,Alter + Hinterlassene,FALSE,0.03316136651823211
AG,54,Familie und Jugend,FALSE,0.0016540778576792543
AG,55,Arbeitslosigkeit,FALSE,0.004368970430447317
AG,56,Sozialer Wohnungsbau,FALSE,1.5629354898386924e-4
AG,57,Sozialhilfe und Asylwesen,FALSE,0.017450308547893166
AG,58,F&E in soziale Sicherheit,FALSE,0
AG,59,Soziale Wohlfahrt n.a.g.,FALSE,5.291560443089242e-4
AG,6,Verkehr und Nachrichtenübermittlung,TRUE,0.062044621347615694
AG,61,Strassenverkehr,FALSE,0.027222413133992186
AG,62,Öffentlicher Verkehr,FALSE,0.03435064414295297
AG,63,"Verkehr, übrige",FALSE,4.715640706705349e-4
AG,64,Nachrichtenübermittlung,FALSE,0
AG,68,F&E in Verkehr und Nachrichtenübermittlung,FALSE,0
AG,7,Umweltschutz und Raumordnung,TRUE,0.01979035116028562
AG,71,Wasserversorgung,FALSE,2.07435365296945e-5
AG,72,Abwasserbeseitigung,FALSE,1.8487917987109934e-4
AG,73,Abfallwirtschaft,FALSE,1.39789916598311e-4
AG,74,Verbauungen,FALSE,0.005028712413488734
AG,75,Arten- und Landschaftsschutz,FALSE,0.003323882934477893
AG,76,Bekämpfung von Umweltverschmutzung,FALSE,0.00616374365743141
AG,77,Übriger Umweltschutz,FALSE,0.002779025302397615
AG,78,F&E in Umweltschutz,FALSE,0
AG,79,Raumordnung,FALSE,0.002149574219490862
