name,id,category,is_main,share
AG,0,Allgemeine Verwaltung,TRUE,0.07805957472470314
AG,01,Legislative und Exekutive,FALSE,0.01055170833343436
AG,02,Allgemeine Dienste,FALSE,0.06750786639126878
AG,03,Beziehungen zum Ausland,FALSE,0
AG,08,F&E in allgemeine Verwaltung,FALSE,0
AG,1,"Öffentliche Ordnung und Sicherheit, Verteidigung",TRUE,0.06792295128437358
AG,11,Öffentliche Sicherheit,FALSE,0.024408446368733905
AG,12,Rechtssprechung,FALSE,0.012631216155911158
AG,13,Strafvollzug,FALSE,0.010841316808603303
AG,14,Allgemeines Rechtswesen,FALSE,0.009795753424423462
AG,15,Feuerwehr,FALSE,0.0065572328550554315
AG,16,Verteidigung,FALSE,0.003688985671646318
AG,18,"F&E in Öffentliche Ordnung und Sicherheit, Verteidigung",FALSE,0
AG,2,Bildung,TRUE,0.41945131899847693
AG,21,Obligatorische Schule,FALSE,0.2642797255355979
AG,22,Sonderschulen,FALSE,0.0425025022298853
AG,23,Berufliche Grundbildung,FALSE,0.026598683401272034
AG,25,Allgemeinbildende Schulen,FALSE,0.03095889444997605
AG,26,Höhere Berufsbildung,FALSE,0.00414826076783025
AG,27,Hochschulen,FALSE,0.043815749207769275
AG,28,Forschung,FALSE,9.506878370266089e-4
AG,29,Übriges Bildungswesen,FALSE,0.006196815569119491
AG,3,"Kultur, Sport und Freizeit, Kirche",TRUE,0.03407570251412467
AG,31,Kulturerbe,FALSE,0.007590184277883116
AG,32,"Kultur, übrige",FALSE,0.012538260042422094
AG,33,Medien,FALSE,2.2983068385641942e-4
AG,34,Sport und Freizeit,FALSE,0.013710522604489139
AG,35,Kirchen und religiöse Angelegenheiten,FALSE,6.90490547390475e-6
AG,38,"F&E in Kultur, Sport und Freizeit, Kirche",FALSE,0
AG,4,Gesundheit,TRUE,0.13536400063914553
AG,41,"Spitäler, Kranken- und Pflegeheime",FALSE,0.12310895270513061
AG,42,Ambulante Krankenpflege,FALSE,0.005904221500521167
AG,43,Gesundheitsprävention,FALSE,0.003942630645689346
AG,48,F&E in Gesundheit,FALSE,0
AG,49,Gesundheitswesen n.a.g.,FALSE,0.0024081957878044
AG,5,Soziale Sicherheit,TRUE,0.14248254383521813
AG,51,Krankheit und Unfall,FALSE,0.02190532389170699
AG,52,Invalidität,FALSE,0.04517071976902352
AG,53,Alter + Hinterlassene,FALSE,0.023047605816376795
AG,54,Familie und Jugend,FALSE,0.011077402463987054
AG,55,Arbeitslosigkeit,FALSE,0.0026408054236097224
AG,56,Sozialer Wohnungsbau,FALSE,9.476929677866257e-5
AG,57,Sozialhilfe und Asylwesen,FALSE,0.03811708213675895
AG,58,F&E in soziale Sicherheit,FALSE,0
AG,59,Soziale Wohlfahrt n.a.g.,FALSE,4.288350369764451e-4
AG,6,Verkehr und Nachrichtenübermittlung,TRUE,0.09115573198972206
AG,61,Strassenverkehr,FALSE,0.05726859676120226
AG,62,Öffentlicher Verkehr,FALSE,0.03362526847493317
AG,63,"Verkehr, übrige",FALSE,2.6186675358663236e-4
AG,64,Nachrichtenübermittlung,FALSE,0
AG,68,F&E in Verkehr und Nachrichtenübermittlung,FALSE,0
AG,7,Umweltschutz und Raumordnung,TRUE,0.023100039726416256
AG,71,Wasserversorgung,FALSE,0.0013049564469610354
AG,72,Abwasserbeseitigung,FALSE,5.425687792038395e-4
AG,73,Abfallwirtschaft,FALSE,5.827531300179646e-4
AG,74,Verbauungen,FALSE,0.004705898538752323
AG,75,Arten- und Landschaftsschutz,FALSE,0.002491713921044152
AG,76,Bekämpfung von Umweltverschmutzung,FALSE,0.0037164275749618303
AG,77,Übriger Umweltschutz,FALSE,0.005354736255807955
AG,78,F&E in Umweltschutz,FALSE,0
AG,79,Raumordnung,FALSE,0.004400985079667157
AG,8,Volkswirtschaft,TRUE,0.008388136287819719
AG,81,Landwirtschaft,FALSE,0.0034326899428559774
AG,82,Forstwirtschaft,FALSE,0.0021827381031187254
AG,83,Jagd und Fischerei,FALSE,5.916395046768174e-5
AG,84,Tourismus,FALSE,9.574651689655591e-4
AG,85,"Industrie, Gewerbe, Handel",FALSE,0.0017560791224117752
AG,86,Banken und Versicherungen,FALSE,0
AG,87,Brennstoffe und Energie,FALSE,0
AG,88,F&E in Volkswirtschaft,FALSE,0
AG,89,Sonstige gewerbliche Betriebe,FALSE,0
AI,0,Allgemeine Verwaltung,TRUE,0.09795588179868242
AI,01,Legislative und Exekutive,FALSE,0.014585315356611651
AI,02,Allgemeine Dienste,FALSE,0.08337056644207078
AI,03,Beziehungen zum Ausland,FALSE,0
AI,08,F&E in allgemeine Verwaltung,FALSE,0
AI,1,"Öffentliche Ordnung und Sicherheit, Verteidigung",TRUE,0.05350782208191846
AI,11,Öffentliche Sicherheit,FALSE,0.03179409457433874
AI,12,Rechtssprechung,FALSE,0.008644567404586193
AI,13,Strafvollzug,FALSE,7.193432533350991e-4
AI,14,Allgemeines Rechtswesen,FALSE,0.007463475251582205
AI,15,Feuerwehr,FALSE,1.4902358247769886e-4
AI,16,Verteidigung,FALSE,0.004737318015598524
AI,18,"F&E in Öffentliche Ordnung und Sicherheit, Verteidigung",FALSE,0
AI,2,Bildung,TRUE,0.41702805084961125
AI,21,Obligatorische Schule,FALSE,0.22410903939947907
AI,22,Sonderschulen,FALSE,0.020998955215447757
